household_key,week_no,total_sales_value,age,marital_status,income,homeowner,hh_comp,hh_size,kids,sales_growth,week_over_week
7,63,145.52,3,0,9,0,2,1,3,-8.166098699987378,0.9183390130001262
7,64,31.07,3,0,9,0,2,1,3,-78.64898295766905,0.21351017042330955
7,65,136.97,3,0,9,0,2,1,3,340.84325716124874,4.4084325716124875
7,69,14.59,3,0,9,0,2,1,3,-89.34803241585749,0.10651967584142508
7,74,24.52,3,0,9,0,2,1,3,68.06031528444139,1.6806031528444139
7,75,114.0,3,0,9,0,2,1,3,364.9265905383361,4.649265905383361
7,77,79.88,3,0,9,0,2,1,3,-29.929824561403517,0.7007017543859648
7,79,108.61,3,0,9,0,2,1,3,35.96644967451177,1.3596644967451177
7,80,64.55,3,0,9,0,2,1,3,-40.5671669275389,0.594328330724611
7,81,119.3,3,0,9,0,2,1,3,84.81797056545315,1.8481797056545315
7,83,19.97,3,0,9,0,2,1,3,-83.2606873428332,0.16739312657166805
7,85,10.18,3,0,9,0,2,1,3,-49.023535302954436,0.5097646469704556
7,87,38.85,3,0,9,0,2,1,3,281.630648330059,3.8163064833005897
7,88,50.59,3,0,9,0,2,1,3,30.218790218790215,1.3021879021879021
7,90,20.5,3,0,9,0,2,1,3,-59.478157738683535,0.40521842261316465
7,91,77.71000000000001,3,0,9,0,2,1,3,279.07317073170736,3.7907317073170734
7,92,101.58,3,0,9,0,2,1,3,30.716767468794217,1.3071676746879421
7,93,6.99,3,0,9,0,2,1,3,-93.11872415829887,0.06881275841701129
7,94,81.12,3,0,9,0,2,1,3,1060.5150214592275,11.605150214592275
7,95,157.87,3,0,9,0,2,1,3,94.61291913214988,1.9461291913214989
7,96,123.34,3,0,9,0,2,1,3,-21.872426680179892,0.7812757331982011
7,98,129.34,3,0,9,0,2,1,3,4.864601913410094,1.048646019134101
7,99,23.37,3,0,9,0,2,1,3,-81.93134374516777,0.18068656254832227
7,100,86.34,3,0,9,0,2,1,3,269.4480102695764,3.694480102695764
7,101,111.79,3,0,9,0,2,1,3,29.47648830206162,1.2947648830206162
7,102,59.980000000000004,3,0,9,0,2,1,3,-46.345826997048036,0.5365417300295197
8,34,89.66,1,2,6,4,1,2,0,,
8,35,56.67,1,2,6,4,1,2,0,-36.79455721614989,0.6320544278385011
8,36,93.1,1,2,6,4,1,2,0,64.28445385565553,1.6428445385565553
8,39,7.180000000000001,1,2,6,4,1,2,0,-92.28786251342642,0.07712137486573578
8,40,91.45,1,2,6,4,1,2,0,1173.6768802228412,12.736768802228411
8,41,18.18,1,2,6,4,1,2,0,-80.12028430836523,0.1987971569163477
8,42,68.12,1,2,6,4,1,2,0,274.6974697469747,3.746974697469747
8,43,41.14,1,2,6,4,1,2,0,-39.606576629477395,0.603934233705226
8,44,18.33,1,2,6,4,1,2,0,-55.44482255712202,0.4455517744287798
8,45,35.8,1,2,6,4,1,2,0,95.30823786142935,1.9530823786142935
8,46,107.48,1,2,6,4,1,2,0,200.22346368715088,3.002234636871509
8,48,123.75,1,2,6,4,1,2,0,15.137700037216216,1.1513770003721622
8,50,164.37,1,2,6,4,1,2,0,32.82424242424242,1.3282424242424242
8,51,133.71,1,2,6,4,1,2,0,-18.65303887570724,0.8134696112429276
8,52,110.25,1,2,6,4,1,2,0,-17.545434148530404,0.824545658514696
8,53,82.02,1,2,6,4,1,2,0,-25.605442176870753,0.7439455782312925
8,55,64.22,1,2,6,4,1,2,0,-21.702023896610577,0.7829797610338942
8,56,43.92,1,2,6,4,1,2,0,-31.610090314543747,0.6838990968545625
8,57,191.81,1,2,6,4,1,2,0,336.72586520947175,4.367258652094717
8,61,105.25,1,2,6,4,1,2,0,-45.127991241332566,0.5487200875866743
8,62,48.81,1,2,6,4,1,2,0,-53.62470308788598,0.46375296912114017
8,63,123.0,1,2,6,4,1,2,0,151.9975414874001,2.519975414874001
8,64,63.5,1,2,6,4,1,2,0,-48.3739837398374,0.516260162601626
8,65,56.120000000000005,1,2,6,4,1,2,0,-11.62204724409448,0.8837795275590552
8,66,55.32,1,2,6,4,1,2,0,-1.4255167498218202,0.9857448325017818
8,67,77.57,1,2,6,4,1,2,0,40.220535068691234,1.4022053506869123
8,68,33.83,1,2,6,4,1,2,0,-56.38777878045636,0.43612221219543645
8,71,9.99,1,2,6,4,1,2,0,-70.46999704404375,0.29530002955956247
8,72,56.56,1,2,6,4,1,2,0,466.1661661661662,5.661661661661662
8,73,107.92999999999999,1,2,6,4,1,2,0,90.82390381895331,1.908239038189533
8,76,190.13,1,2,6,4,1,2,0,76.16047438154361,1.761604743815436
8,77,6.82,1,2,6,4,1,2,0,-96.41298059222638,0.035870194077736284
8,78,51.25,1,2,6,4,1,2,0,651.4662756598241,7.5146627565982405
8,79,34.35,1,2,6,4,1,2,0,-32.975609756097555,0.6702439024390244
8,80,80.06,1,2,6,4,1,2,0,133.07132459970887,2.3307132459970887
8,81,39.910000000000004,1,2,6,4,1,2,0,-50.149887584311756,0.4985011241568824
8,82,23.73,1,2,6,4,1,2,0,-40.54121773991481,0.5945878226008519
8,83,85.68,1,2,6,4,1,2,0,261.0619469026549,3.610619469026549
8,84,149.83,1,2,6,4,1,2,0,74.87161531279179,1.7487161531279178
8,85,35.47,1,2,6,4,1,2,0,-76.32650337048655,0.23673496629513446
8,86,38.910000000000004,1,2,6,4,1,2,0,9.698336622497905,1.096983366224979
8,87,129.73,1,2,6,4,1,2,0,233.41043433564633,3.334104343356463
8,88,69.34,1,2,6,4,1,2,0,-46.550528019733285,0.5344947198026672
8,91,66.16,1,2,6,4,1,2,0,-4.586097490625907,0.9541390250937409
8,92,138.59,1,2,6,4,1,2,0,109.47702539298669,2.094770253929867
8,93,18.05,1,2,6,4,1,2,0,-86.9759722923732,0.13024027707626806
8,94,119.55,1,2,6,4,1,2,0,562.3268698060941,6.623268698060941
8,95,147.65,1,2,6,4,1,2,0,23.50480970305313,1.2350480970305313
8,96,191.48000000000002,1,2,6,4,1,2,0,29.68506603454115,1.2968506603454115
8,97,76.28,1,2,6,4,1,2,0,-60.162941299352426,0.39837058700647576
8,98,88.35,1,2,6,4,1,2,0,15.823282642894586,1.1582328264289459
8,99,104.16,1,2,6,4,1,2,0,17.894736842105274,1.1789473684210527
8,101,144.69,1,2,6,4,1,2,0,38.91129032258065,1.3891129032258065
8,102,52.660000000000004,1,2,6,4,1,2,0,-63.604948510608885,0.36395051489391117
13,33,169.01,1,2,10,0,1,3,1,,
13,34,151.65,1,2,10,0,1,3,1,-10.2715815632211,0.897284184367789
13,35,140.27,1,2,10,0,1,3,1,-7.504121332014502,0.924958786679855
13,36,109.08,1,2,10,0,1,3,1,-22.235688315391755,0.7776431168460824
13,37,111.2,1,2,10,0,1,3,1,1.9435276861019535,1.0194352768610195
13,38,178.5,1,2,10,0,1,3,1,60.52158273381294,1.6052158273381294
13,39,107.3,1,2,10,0,1,3,1,-39.88795518207283,0.6011204481792717
13,40,372.09000000000003,1,2,10,0,1,3,1,246.77539608574097,3.4677539608574097
13,41,243.62,1,2,10,0,1,3,1,-34.526593028568364,0.6547340697143164
13,42,13.190000000000001,1,2,10,0,1,3,1,-94.58583039159346,0.05414169608406538
13,43,261.48,1,2,10,0,1,3,1,1882.4109173616375,19.824109173616375
13,44,35.69,1,2,10,0,1,3,1,-86.35077252562337,0.13649227474376624
13,45,127.28,1,2,10,0,1,3,1,256.62650602409644,3.5662650602409642
13,46,123.34,1,2,10,0,1,3,1,-3.0955373978629797,0.9690446260213702
13,47,106.25,1,2,10,0,1,3,1,-13.856007783363067,0.8614399221663693
13,48,64.87,1,2,10,0,1,3,1,-38.945882352941176,0.6105411764705883
13,49,157.96,1,2,10,0,1,3,1,143.50238939417298,2.4350238939417297
13,50,174.23,1,2,10,0,1,3,1,10.300075968599632,1.1030007596859963
13,51,151.24,1,2,10,0,1,3,1,-13.19520174482005,0.8680479825517995
13,52,7.58,1,2,10,0,1,3,1,-94.98809838667019,0.050119016133298055
13,53,109.35000000000001,1,2,10,0,1,3,1,1342.6121372031662,14.426121372031663
13,54,63.64,1,2,10,0,1,3,1,-41.801554641060825,0.5819844535893918
13,55,166.22,1,2,10,0,1,3,1,161.18793211816467,2.6118793211816467
13,56,176.0,1,2,10,0,1,3,1,5.883768499578879,1.0588376849957888
13,57,186.0,1,2,10,0,1,3,1,5.681818181818188,1.0568181818181819
13,58,41.01,1,2,10,0,1,3,1,-77.95161290322581,0.2204838709677419
13,59,248.73999999999998,1,2,10,0,1,3,1,506.5349914654962,6.065349914654962
13,60,115.97,1,2,10,0,1,3,1,-53.37702018171584,0.4662297981828416
13,61,195.07999999999998,1,2,10,0,1,3,1,68.21591790980426,1.6821591790980426
13,62,37.59,1,2,10,0,1,3,1,-80.73098216116465,0.19269017838835356
13,63,139.44,1,2,10,0,1,3,1,270.949720670391,3.7094972067039103
13,64,100.93,1,2,10,0,1,3,1,-27.617613310384392,0.7238238668961561
13,65,134.86,1,2,10,0,1,3,1,33.617358565342315,1.3361735856534231
13,66,98.11,1,2,10,0,1,3,1,-27.250481981313968,0.7274951801868603
13,67,232.6,1,2,10,0,1,3,1,137.08082764244213,2.3708082764244214
13,68,120.79,1,2,10,0,1,3,1,-48.069647463456576,0.5193035253654342
13,69,271.24,1,2,10,0,1,3,1,124.55501283218808,2.245550128321881
13,70,106.77,1,2,10,0,1,3,1,-60.636336823477365,0.39363663176522634
13,71,119.66,1,2,10,0,1,3,1,12.072679591645596,1.120726795916456
13,72,217.43,1,2,10,0,1,3,1,81.70650175497242,1.8170650175497243
13,73,32.38,1,2,10,0,1,3,1,-85.10785080255714,0.1489214919744286
13,74,224.56,1,2,10,0,1,3,1,593.514515132798,6.93514515132798
13,76,257.65,1,2,10,0,1,3,1,14.73548272176699,1.14735482721767
13,77,63.04,1,2,10,0,1,3,1,-75.5326993984087,0.24467300601591302
13,78,198.82999999999998,1,2,10,0,1,3,1,215.40291878172587,3.1540291878172586
13,79,36.01,1,2,10,0,1,3,1,-81.88905094804608,0.18110949051953928
13,80,191.9,1,2,10,0,1,3,1,432.90752568730915,5.329075256873091
13,81,137.91,1,2,10,0,1,3,1,-28.134445023449718,0.7186555497655028
13,82,67.3,1,2,10,0,1,3,1,-51.20005800884635,0.4879994199115365
13,83,155.65,1,2,10,0,1,3,1,131.2778603268945,2.3127786032689452
13,84,242.11,1,2,10,0,1,3,1,55.547703180212025,1.5554770318021203
13,85,174.46,1,2,10,0,1,3,1,-27.9418446160836,0.720581553839164
13,86,336.53,1,2,10,0,1,3,1,92.89808552103631,1.928980855210363
13,87,63.769999999999996,1,2,10,0,1,3,1,-81.05072356104954,0.1894927643895047
13,88,151.78,1,2,10,0,1,3,1,138.0116042026031,2.380116042026031
13,89,255.32,1,2,10,0,1,3,1,68.21715641059427,1.6821715641059427
13,90,129.16,1,2,10,0,1,3,1,-49.41250195832681,0.505874980416732
13,91,169.35,1,2,10,0,1,3,1,31.116444719727475,1.3111644471972748
13,92,325.67,1,2,10,0,1,3,1,92.305875405964,1.92305875405964
13,93,130.3,1,2,10,0,1,3,1,-59.99017410261922,0.4000982589738078
13,94,166.07,1,2,10,0,1,3,1,27.452033768227157,1.2745203376822716
13,95,143.07,1,2,10,0,1,3,1,-13.849581501776365,0.8615041849822364
13,96,147.82999999999998,1,2,10,0,1,3,1,3.3270427063675,1.033270427063675
13,97,165.74,1,2,10,0,1,3,1,12.115267537035802,1.121152675370358
13,98,68.9,1,2,10,0,1,3,1,-58.42886448654519,0.41571135513454816
13,99,194.75,1,2,10,0,1,3,1,182.65602322206092,2.826560232220609
13,100,199.55,1,2,10,0,1,3,1,2.4646983311938486,1.0246469833119385
13,101,139.53,1,2,10,0,1,3,1,-30.077674768228512,0.6992232523177149
13,102,90.74000000000001,1,2,10,0,1,3,1,-34.96739052533505,0.6503260947466495
16,33,47.78,3,1,9,0,3,0,3,,
16,34,31.25,3,1,9,0,3,0,3,-34.596065299288405,0.654039347007116
16,35,18.240000000000002,3,1,9,0,3,0,3,-41.63199999999999,0.5836800000000001
16,37,73.71,3,1,9,0,3,0,3,304.1118421052631,4.041118421052631
16,38,10.260000000000002,3,1,9,0,3,0,3,-86.08058608058607,0.13919413919413925
16,39,64.58,3,1,9,0,3,0,3,529.4346978557503,6.2943469785575035
16,40,10.29,3,1,9,0,3,0,3,-84.06627438835554,0.15933725611644467
16,41,35.25,3,1,9,0,3,0,3,242.56559766763849,3.425655976676385
16,42,20.16,3,1,9,0,3,0,3,-42.80851063829787,0.5719148936170213
16,43,24.05,3,1,9,0,3,0,3,19.29563492063493,1.1929563492063493
16,44,52.96,3,1,9,0,3,0,3,120.20790020790022,2.202079002079002
16,45,31.18,3,1,9,0,3,0,3,-41.125377643504535,0.5887462235649547
16,46,26.18,3,1,9,0,3,0,3,-16.035920461834507,0.8396407953816549
16,47,41.35,3,1,9,0,3,0,3,57.944996180290296,1.579449961802903
16,48,30.810000000000002,3,1,9,0,3,0,3,-25.48972188633615,0.7451027811366385
16,49,13.73,3,1,9,0,3,0,3,-55.436546575787084,0.4456345342421292
16,50,25.57,3,1,9,0,3,0,3,86.23452294246177,1.8623452294246177
16,51,14.4,3,1,9,0,3,0,3,-43.684004692999615,0.5631599530700039
16,52,3.38,3,1,9,0,3,0,3,-76.52777777777777,0.23472222222222228
16,53,18.42,3,1,9,0,3,0,3,444.9704142011835,5.449704142011835
16,54,43.12,3,1,9,0,3,0,3,134.0933767643865,2.340933767643865
16,55,29.29,3,1,9,0,3,0,3,-32.073283858998145,0.6792671614100185
16,56,8.91,3,1,9,0,3,0,3,-69.5800614544213,0.30419938545578695
16,57,14.059999999999999,3,1,9,0,3,0,3,57.80022446689112,1.5780022446689113
16,58,19.39,3,1,9,0,3,0,3,37.908961593172144,1.3790896159317214
16,59,70.33,3,1,9,0,3,0,3,262.71273852501287,3.627127385250129
16,60,14.469999999999999,3,1,9,0,3,0,3,-79.42556519266316,0.2057443480733684
16,61,25.35,3,1,9,0,3,0,3,75.19004837595027,1.7519004837595027
16,62,6.970000000000001,3,1,9,0,3,0,3,-72.50493096646943,0.2749506903353057
16,63,26.5,3,1,9,0,3,0,3,280.2008608321377,3.802008608321377
16,64,24.2,3,1,9,0,3,0,3,-8.679245283018865,0.9132075471698113
16,76,7.59,3,1,9,0,3,0,3,-68.63636363636363,0.3136363636363637
16,78,3.75,3,1,9,0,3,0,3,-50.59288537549407,0.4940711462450593
16,82,18.44,3,1,9,0,3,0,3,391.73333333333335,4.917333333333334
16,84,5.67,3,1,9,0,3,0,3,-69.25162689804772,0.30748373101952275
16,88,14.57,3,1,9,0,3,0,3,156.96649029982365,2.5696649029982366
16,90,9.48,3,1,9,0,3,0,3,-34.93479752916953,0.6506520247083047
16,93,2.59,3,1,9,0,3,0,3,-72.67932489451476,0.27320675105485237
16,94,3.77,3,1,9,0,3,0,3,45.559845559845556,1.4555984555984556
16,97,5.08,3,1,9,0,3,0,3,34.748010610079575,1.3474801061007957
16,99,5.08,3,1,9,0,3,0,3,0.0,1.0
17,33,136.18,5,1,11,0,2,1,3,,
17,35,128.10999999999999,5,1,11,0,2,1,3,-5.925980320164504,0.940740196798355
17,37,108.61,5,1,11,0,2,1,3,-15.221294200296608,0.8477870579970339
17,38,60.92,5,1,11,0,2,1,3,-43.90940060767885,0.5609059939232115
17,39,129.31,5,1,11,0,2,1,3,112.26198292843073,2.1226198292843073
17,40,210.42000000000002,5,1,11,0,2,1,3,62.72523393395717,1.6272523393395717
17,42,77.28,5,1,11,0,2,1,3,-63.27345309381238,0.3672654690618762
17,43,40.620000000000005,5,1,11,0,2,1,3,-47.43788819875776,0.5256211180124224
17,44,58.53,5,1,11,0,2,1,3,44.09158050221564,1.4409158050221564
17,45,70.08,5,1,11,0,2,1,3,19.73347001537673,1.1973347001537673
17,46,91.47,5,1,11,0,2,1,3,30.522260273972602,1.305222602739726
17,47,52.879999999999995,5,1,11,0,2,1,3,-42.188695747239535,0.5781130425276046
17,48,42.13,5,1,11,0,2,1,3,-20.329046898638413,0.7967095310136159
17,49,19.0,5,1,11,0,2,1,3,-54.90149537146927,0.45098504628530733
17,50,38.88,5,1,11,0,2,1,3,104.63157894736845,2.0463157894736845
17,51,85.09,5,1,11,0,2,1,3,118.85288065843622,2.188528806584362
17,52,47.65,5,1,11,0,2,1,3,-44.00047009049243,0.5599952990950757
17,54,64.27,5,1,11,0,2,1,3,34.87932843651627,1.3487932843651627
17,55,74.87,5,1,11,0,2,1,3,16.49292049167577,1.1649292049167577
17,56,113.58,5,1,11,0,2,1,3,51.702951783090676,1.5170295178309068
17,58,51.91,5,1,11,0,2,1,3,-54.29653107941539,0.4570346892058461
17,59,19.34,5,1,11,0,2,1,3,-62.743209400886144,0.37256790599113854
17,60,26.67,5,1,11,0,2,1,3,37.90072388831438,1.3790072388831438
17,61,104.53999999999999,5,1,11,0,2,1,3,291.976002999625,3.91976002999625
17,64,179.61,5,1,11,0,2,1,3,71.8098335565334,1.718098335565334
17,66,58.08,5,1,11,0,2,1,3,-67.6632704192417,0.32336729580758306
17,67,110.50999999999999,5,1,11,0,2,1,3,90.27203856749311,1.902720385674931
17,68,54.69,5,1,11,0,2,1,3,-50.51126594878291,0.49488734051217087
17,73,39.94,5,1,11,0,2,1,3,-26.970195648198935,0.7302980435180106
17,74,41.29,5,1,11,0,2,1,3,3.380070105157751,1.0338007010515775
17,75,88.04,5,1,11,0,2,1,3,113.22354080891257,2.1322354080891257
17,78,67.00999999999999,5,1,11,0,2,1,3,-23.886869604725135,0.7611313039527486
17,80,11.0,5,1,11,0,2,1,3,-83.58453962095209,0.16415460379047908
17,84,76.71,5,1,11,0,2,1,3,597.3636363636363,6.973636363636363
17,85,82.88,5,1,11,0,2,1,3,8.043279885282239,1.0804327988528224
17,87,150.91,5,1,11,0,2,1,3,82.08252895752896,1.8208252895752897
17,88,54.58,5,1,11,0,2,1,3,-63.83274799549401,0.3616725200450599
17,90,87.06,5,1,11,0,2,1,3,59.50897764748993,1.5950897764748992
17,91,40.02,5,1,11,0,2,1,3,-54.03170227429359,0.4596829772570641
17,92,69.97,5,1,11,0,2,1,3,74.83758120939528,1.7483758120939528
17,95,48.55,5,1,11,0,2,1,3,-30.613119908532227,0.6938688009146777
17,99,23.59,5,1,11,0,2,1,3,-51.41091658084449,0.4858908341915551
18,34,10.23,3,0,0,0,2,1,3,,
18,35,115.64,3,0,0,0,2,1,3,1030.400782013685,11.304007820136851
18,38,125.52000000000001,3,0,0,0,2,1,3,8.543756485645115,1.0854375648564512
18,39,103.82000000000001,3,0,0,0,2,1,3,-17.288081580624603,0.827119184193754
18,40,434.42,3,0,0,0,2,1,3,318.43575418994413,4.184357541899441
18,41,45.25,3,0,0,0,2,1,3,-89.58381289995857,0.1041618710004143
18,42,99.60000000000001,3,0,0,0,2,1,3,120.11049723756906,2.2011049723756906
18,43,103.75,3,0,0,0,2,1,3,4.166666666666652,1.0416666666666665
18,45,27.04,3,0,0,0,2,1,3,-73.93734939759035,0.2606265060240964
18,46,24.060000000000002,3,0,0,0,2,1,3,-11.02071005917159,0.8897928994082841
18,47,15.24,3,0,0,0,2,1,3,-36.65835411471322,0.6334164588528678
18,48,47.2,3,0,0,0,2,1,3,209.71128608923885,3.0971128608923886
18,49,105.79,3,0,0,0,2,1,3,124.13135593220339,2.241313559322034
18,50,145.19,3,0,0,0,2,1,3,37.24359580300594,1.3724359580300594
18,51,36.46,3,0,0,0,2,1,3,-74.88807769130106,0.2511192230869894
18,53,91.89,3,0,0,0,2,1,3,152.029621503017,2.52029621503017
18,54,23.57,3,0,0,0,2,1,3,-74.34976602459462,0.2565023397540538
18,55,64.53,3,0,0,0,2,1,3,173.78022910479424,2.7378022910479425
18,56,7.5,3,0,0,0,2,1,3,-88.37749883774988,0.1162250116225012
18,57,142.05,3,0,0,0,2,1,3,1794.0000000000002,18.94
18,58,91.88,3,0,0,0,2,1,3,-35.31854980640621,0.6468145019359379
18,59,57.72,3,0,0,0,2,1,3,-37.178929037875484,0.6282107096212451
18,60,80.85,3,0,0,0,2,1,3,40.07276507276507,1.4007276507276507
18,61,62.32,3,0,0,0,2,1,3,-22.91898577612863,0.7708101422387137
18,62,331.12,3,0,0,0,2,1,3,431.3222079589217,5.313222079589217
18,63,31.98,3,0,0,0,2,1,3,-90.3418700169123,0.09658129983087704
18,64,73.7,3,0,0,0,2,1,3,130.45653533458412,2.3045653533458412
18,65,11.45,3,0,0,0,2,1,3,-84.4640434192673,0.15535956580732702
18,66,210.2,3,0,0,0,2,1,3,1735.8078602620087,18.358078602620086
18,68,44.33,3,0,0,0,2,1,3,-78.91056137012369,0.21089438629876311
18,69,19.98,3,0,0,0,2,1,3,-54.92894202571621,0.4507105797428379
18,70,49.47,3,0,0,0,2,1,3,147.5975975975976,2.475975975975976
18,71,151.53,3,0,0,0,2,1,3,206.30685263796244,3.0630685263796242
18,72,50.98,3,0,0,0,2,1,3,-66.3564970632878,0.336435029367122
18,73,52.620000000000005,3,0,0,0,2,1,3,3.2169478226755643,1.0321694782267556
18,74,67.58,3,0,0,0,2,1,3,28.43025465602431,1.2843025465602431
18,75,26.81,3,0,0,0,2,1,3,-60.32849955608168,0.39671500443918317
18,76,166.15,3,0,0,0,2,1,3,519.7314434912347,6.197314434912347
18,77,46.98,3,0,0,0,2,1,3,-71.72434547095999,0.2827565452904002
18,78,24.53,3,0,0,0,2,1,3,-47.7862920391656,0.522137079608344
18,79,164.68,3,0,0,0,2,1,3,571.3412148389727,6.713412148389727
18,80,137.12,3,0,0,0,2,1,3,-16.7354870051008,0.832645129948992
18,82,165.23,3,0,0,0,2,1,3,20.50029171528587,1.2050029171528587
18,83,69.43,3,0,0,0,2,1,3,-57.979785753192516,0.42020214246807486
18,84,22.9,3,0,0,0,2,1,3,-67.01713956502952,0.32982860434970473
18,85,59.99,3,0,0,0,2,1,3,161.96506550218342,2.619650655021834
18,86,99.9,3,0,0,0,2,1,3,66.52775462577097,1.6652775462577096
18,87,33.7,3,0,0,0,2,1,3,-66.26626626626626,0.3373373373373374
18,88,84.04,3,0,0,0,2,1,3,149.37685459940653,2.4937685459940653
18,89,43.730000000000004,3,0,0,0,2,1,3,-47.965254640647316,0.5203474535935269
18,90,97.33,3,0,0,0,2,1,3,122.57031785959293,2.2257031785959294
18,91,268.77,3,0,0,0,2,1,3,176.14301859652727,2.761430185965273
18,92,185.32,3,0,0,0,2,1,3,-31.04885217844253,0.6895114782155747
18,93,76.17,3,0,0,0,2,1,3,-58.89812216706238,0.41101877832937617
18,94,84.68,3,0,0,0,2,1,3,11.172377576473691,1.111723775764737
18,95,100.33,3,0,0,0,2,1,3,18.4813415210203,1.184813415210203
