household_key,week_no,total_sales_value,num_baskets,num_coupons,num_coupon_match,age,marital_status,income,homeowner,hh_comp,hh_size,kids
7,64,31.07,1,0,0,3,0,9,0,2,1,3
7,65,136.97,1,2,1,3,0,9,0,2,1,3
7,69,14.59,1,0,0,3,0,9,0,2,1,3
7,74,24.52,1,0,0,3,0,9,0,2,1,3
7,75,114.0,1,5,2,3,0,9,0,2,1,3
7,77,79.88,1,1,0,3,0,9,0,2,1,3
7,79,108.61,1,0,0,3,0,9,0,2,1,3
7,80,64.55,1,0,0,3,0,9,0,2,1,3
7,81,119.3,1,0,0,3,0,9,0,2,1,3
7,83,19.97,1,0,0,3,0,9,0,2,1,3
7,85,10.18,1,0,0,3,0,9,0,2,1,3
7,87,38.85,1,0,0,3,0,9,0,2,1,3
7,88,50.59,2,0,0,3,0,9,0,2,1,3
7,90,20.5,1,0,0,3,0,9,0,2,1,3
7,91,77.71000000000001,1,0,0,3,0,9,0,2,1,3
7,92,101.58,2,0,0,3,0,9,0,2,1,3
7,93,6.99,1,0,0,3,0,9,0,2,1,3
7,94,81.12,2,1,0,3,0,9,0,2,1,3
7,95,157.87,2,0,0,3,0,9,0,2,1,3
7,96,123.34,1,5,2,3,0,9,0,2,1,3
7,98,129.34,1,5,3,3,0,9,0,2,1,3
7,99,23.37,1,0,0,3,0,9,0,2,1,3
7,100,86.34,2,0,0,3,0,9,0,2,1,3
7,101,111.79,1,1,1,3,0,9,0,2,1,3
7,102,59.980000000000004,2,0,0,3,0,9,0,2,1,3
8,34,89.66,1,2,0,1,2,6,4,1,2,0
8,35,56.67,1,1,0,1,2,6,4,1,2,0
8,36,93.1,4,1,0,1,2,6,4,1,2,0
8,39,7.180000000000001,1,0,0,1,2,6,4,1,2,0
8,40,91.45,2,0,0,1,2,6,4,1,2,0
8,41,18.18,1,0,0,1,2,6,4,1,2,0
8,42,68.12,1,0,0,1,2,6,4,1,2,0
8,43,41.14,1,0,0,1,2,6,4,1,2,0
8,44,18.33,1,0,0,1,2,6,4,1,2,0
8,45,35.8,1,0,0,1,2,6,4,1,2,0
8,46,107.48,1,0,0,1,2,6,4,1,2,0
8,48,123.75,2,0,0,1,2,6,4,1,2,0
8,50,164.37,2,2,2,1,2,6,4,1,2,0
8,51,133.71,1,0,0,1,2,6,4,1,2,0
8,52,110.25,2,0,0,1,2,6,4,1,2,0
8,53,82.02,1,1,0,1,2,6,4,1,2,0
8,55,64.22,2,0,0,1,2,6,4,1,2,0
8,56,43.92,2,0,0,1,2,6,4,1,2,0
8,57,191.81,3,0,0,1,2,6,4,1,2,0
8,61,105.25,1,3,1,1,2,6,4,1,2,0
8,62,48.81,1,0,0,1,2,6,4,1,2,0
8,63,123.0,3,1,0,1,2,6,4,1,2,0
8,64,63.5,1,0,0,1,2,6,4,1,2,0
8,65,56.120000000000005,2,0,0,1,2,6,4,1,2,0
8,66,55.32,1,0,0,1,2,6,4,1,2,0
8,67,77.57,3,0,0,1,2,6,4,1,2,0
8,68,33.83,1,0,0,1,2,6,4,1,2,0
8,71,9.99,1,1,0,1,2,6,4,1,2,0
8,72,56.56,1,0,0,1,2,6,4,1,2,0
8,73,107.92999999999999,3,0,0,1,2,6,4,1,2,0
8,76,190.13,4,1,0,1,2,6,4,1,2,0
8,77,6.82,1,0,0,1,2,6,4,1,2,0
8,78,51.25,1,0,0,1,2,6,4,1,2,0
8,79,34.35,1,0,0,1,2,6,4,1,2,0
8,80,80.06,3,0,0,1,2,6,4,1,2,0
8,81,39.910000000000004,1,0,0,1,2,6,4,1,2,0
8,82,23.73,1,0,0,1,2,6,4,1,2,0
8,83,85.68,1,0,0,1,2,6,4,1,2,0
8,84,149.83,3,0,0,1,2,6,4,1,2,0
8,85,35.47,2,0,0,1,2,6,4,1,2,0
8,86,38.910000000000004,1,0,0,1,2,6,4,1,2,0
8,87,129.73,1,1,0,1,2,6,4,1,2,0
8,88,69.34,2,0,0,1,2,6,4,1,2,0
8,91,66.16,2,1,1,1,2,6,4,1,2,0
8,92,138.59,2,0,0,1,2,6,4,1,2,0
8,93,18.05,1,0,0,1,2,6,4,1,2,0
8,94,119.55,1,0,0,1,2,6,4,1,2,0
8,95,147.65,2,0,0,1,2,6,4,1,2,0
8,96,191.48000000000002,2,0,0,1,2,6,4,1,2,0
8,97,76.28,2,0,0,1,2,6,4,1,2,0
8,98,88.35,2,0,0,1,2,6,4,1,2,0
8,99,104.16,1,0,0,1,2,6,4,1,2,0
8,101,144.69,1,0,0,1,2,6,4,1,2,0
8,102,52.660000000000004,1,0,0,1,2,6,4,1,2,0
13,33,169.01,3,9,6,1,2,10,0,1,3,1
13,34,151.65,4,0,0,1,2,10,0,1,3,1
13,35,140.27,3,6,4,1,2,10,0,1,3,1
13,36,109.08,3,0,0,1,2,10,0,1,3,1
13,37,111.2,3,0,0,1,2,10,0,1,3,1
13,38,178.5,3,3,2,1,2,10,0,1,3,1
13,39,107.3,3,1,1,1,2,10,0,1,3,1
13,40,372.09000000000003,5,4,2,1,2,10,0,1,3,1
13,41,243.62,4,6,4,1,2,10,0,1,3,1
13,42,13.190000000000001,1,0,0,1,2,10,0,1,3,1
13,43,261.48,7,5,3,1,2,10,0,1,3,1
13,44,35.69,1,0,0,1,2,10,0,1,3,1
13,45,127.28,3,5,2,1,2,10,0,1,3,1
13,46,123.34,4,0,0,1,2,10,0,1,3,1
13,47,106.25,2,3,2,1,2,10,0,1,3,1
13,48,64.87,2,0,0,1,2,10,0,1,3,1
13,49,157.96,3,7,4,1,2,10,0,1,3,1
13,50,174.23,3,6,4,1,2,10,0,1,3,1
13,51,151.24,4,5,4,1,2,10,0,1,3,1
13,52,7.58,1,0,0,1,2,10,0,1,3,1
13,53,109.35000000000001,4,0,0,1,2,10,0,1,3,1
13,54,63.64,1,2,1,1,2,10,0,1,3,1
13,55,166.22,4,2,2,1,2,10,0,1,3,1
13,56,176.0,4,5,4,1,2,10,0,1,3,1
13,57,186.0,3,2,1,1,2,10,0,1,3,1
13,58,41.01,1,0,0,1,2,10,0,1,3,1
13,59,248.73999999999998,4,2,1,1,2,10,0,1,3,1
13,60,115.97,3,3,3,1,2,10,0,1,3,1
13,61,195.07999999999998,5,2,2,1,2,10,0,1,3,1
13,62,37.59,2,0,0,1,2,10,0,1,3,1
13,63,139.44,2,10,4,1,2,10,0,1,3,1
13,64,100.93,2,0,0,1,2,10,0,1,3,1
13,65,134.86,1,10,5,1,2,10,0,1,3,1
13,66,98.11,2,0,0,1,2,10,0,1,3,1
13,67,232.6,3,2,2,1,2,10,0,1,3,1
13,68,120.79,3,0,0,1,2,10,0,1,3,1
13,69,271.24,6,5,3,1,2,10,0,1,3,1
13,70,106.77,1,0,0,1,2,10,0,1,3,1
13,71,119.66,1,5,3,1,2,10,0,1,3,1
13,72,217.43,3,1,1,1,2,10,0,1,3,1
13,73,32.38,2,0,0,1,2,10,0,1,3,1
13,74,224.56,3,7,4,1,2,10,0,1,3,1
13,76,257.65,5,9,8,1,2,10,0,1,3,1
13,77,63.04,2,0,0,1,2,10,0,1,3,1
13,78,198.82999999999998,2,9,7,1,2,10,0,1,3,1
13,79,36.01,1,0,0,1,2,10,0,1,3,1
13,80,191.9,3,5,4,1,2,10,0,1,3,1
13,81,137.91,3,2,1,1,2,10,0,1,3,1
13,82,67.3,3,0,0,1,2,10,0,1,3,1
13,83,155.65,3,10,7,1,2,10,0,1,3,1
13,84,242.11,5,3,2,1,2,10,0,1,3,1
13,85,174.46,6,1,1,1,2,10,0,1,3,1
13,86,336.53,6,13,4,1,2,10,0,1,3,1
13,87,63.769999999999996,2,0,0,1,2,10,0,1,3,1
13,88,151.78,3,8,8,1,2,10,0,1,3,1
13,89,255.32,5,2,2,1,2,10,0,1,3,1
13,90,129.16,4,0,0,1,2,10,0,1,3,1
13,91,169.35,3,0,0,1,2,10,0,1,3,1
13,92,325.67,6,14,8,1,2,10,0,1,3,1
13,93,130.3,4,2,2,1,2,10,0,1,3,1
13,94,166.07,4,2,1,1,2,10,0,1,3,1
13,95,143.07,3,2,0,1,2,10,0,1,3,1
13,96,147.82999999999998,3,0,0,1,2,10,0,1,3,1
13,97,165.74,4,8,8,1,2,10,0,1,3,1
13,98,68.9,2,0,0,1,2,10,0,1,3,1
13,99,194.75,3,0,0,1,2,10,0,1,3,1
13,100,199.55,3,6,5,1,2,10,0,1,3,1
13,101,139.53,5,3,3,1,2,10,0,1,3,1
13,102,90.74000000000001,2,1,1,1,2,10,0,1,3,1
16,33,47.78,3,0,0,3,1,9,0,3,0,3
16,34,31.25,2,0,0,3,1,9,0,3,0,3
16,35,18.240000000000002,2,0,0,3,1,9,0,3,0,3
16,37,73.71,4,0,0,3,1,9,0,3,0,3
16,38,10.260000000000002,1,0,0,3,1,9,0,3,0,3
16,39,64.58,2,0,0,3,1,9,0,3,0,3
16,40,10.29,1,0,0,3,1,9,0,3,0,3
16,41,35.25,2,0,0,3,1,9,0,3,0,3
16,42,20.16,2,0,0,3,1,9,0,3,0,3
16,43,24.05,1,0,0,3,1,9,0,3,0,3
16,44,52.96,2,0,0,3,1,9,0,3,0,3
16,45,31.18,3,0,0,3,1,9,0,3,0,3
16,46,26.18,2,0,0,3,1,9,0,3,0,3
16,47,41.35,2,0,0,3,1,9,0,3,0,3
16,48,30.810000000000002,3,0,0,3,1,9,0,3,0,3
16,49,13.73,1,0,0,3,1,9,0,3,0,3
16,50,25.57,1,0,0,3,1,9,0,3,0,3
16,51,14.4,1,0,0,3,1,9,0,3,0,3
16,52,3.38,1,0,0,3,1,9,0,3,0,3
16,53,18.42,2,0,0,3,1,9,0,3,0,3
16,54,43.12,2,0,0,3,1,9,0,3,0,3
16,55,29.29,2,0,0,3,1,9,0,3,0,3
16,56,8.91,1,0,0,3,1,9,0,3,0,3
16,57,14.059999999999999,2,0,0,3,1,9,0,3,0,3
16,58,19.39,3,0,0,3,1,9,0,3,0,3
16,59,70.33,3,0,0,3,1,9,0,3,0,3
16,60,14.469999999999999,1,0,0,3,1,9,0,3,0,3
16,61,25.35,2,0,0,3,1,9,0,3,0,3
16,62,6.970000000000001,1,0,0,3,1,9,0,3,0,3
16,63,26.5,3,0,0,3,1,9,0,3,0,3
16,64,24.2,1,0,0,3,1,9,0,3,0,3
16,76,7.59,1,0,0,3,1,9,0,3,0,3
16,78,3.75,1,0,0,3,1,9,0,3,0,3
16,82,18.44,1,0,0,3,1,9,0,3,0,3
16,84,5.67,1,0,0,3,1,9,0,3,0,3
16,88,14.57,1,0,0,3,1,9,0,3,0,3
16,90,9.48,1,0,0,3,1,9,0,3,0,3
16,93,2.59,1,0,0,3,1,9,0,3,0,3
16,94,3.77,1,0,0,3,1,9,0,3,0,3
16,97,5.08,1,1,0,3,1,9,0,3,0,3
16,99,5.08,1,0,0,3,1,9,0,3,0,3
17,33,136.18,5,0,0,5,1,11,0,2,1,3
17,35,128.10999999999999,4,0,0,5,1,11,0,2,1,3
17,37,108.61,2,0,0,5,1,11,0,2,1,3
17,38,60.92,2,0,0,5,1,11,0,2,1,3
17,39,129.31,2,0,0,5,1,11,0,2,1,3
17,40,210.42000000000002,4,0,0,5,1,11,0,2,1,3
17,42,77.28,3,0,0,5,1,11,0,2,1,3
17,43,40.620000000000005,2,0,0,5,1,11,0,2,1,3
17,44,58.53,2,0,0,5,1,11,0,2,1,3
17,45,70.08,2,0,0,5,1,11,0,2,1,3
17,46,91.47,3,0,0,5,1,11,0,2,1,3
17,47,52.879999999999995,1,0,0,5,1,11,0,2,1,3
17,48,42.13,1,0,0,5,1,11,0,2,1,3
17,49,19.0,1,0,0,5,1,11,0,2,1,3
17,50,38.88,1,0,0,5,1,11,0,2,1,3
17,51,85.09,2,0,0,5,1,11,0,2,1,3
17,52,47.65,1,0,0,5,1,11,0,2,1,3
17,54,64.27,2,0,0,5,1,11,0,2,1,3
17,55,74.87,3,0,0,5,1,11,0,2,1,3
17,56,113.58,3,0,0,5,1,11,0,2,1,3
17,58,51.91,1,0,0,5,1,11,0,2,1,3
17,59,19.34,1,0,0,5,1,11,0,2,1,3
17,60,26.67,1,0,0,5,1,11,0,2,1,3
17,61,104.53999999999999,2,1,0,5,1,11,0,2,1,3
17,64,179.61,3,0,0,5,1,11,0,2,1,3
17,66,58.08,1,0,0,5,1,11,0,2,1,3
17,67,110.50999999999999,1,0,0,5,1,11,0,2,1,3
17,68,54.69,2,0,0,5,1,11,0,2,1,3
17,73,39.94,1,0,0,5,1,11,0,2,1,3
17,74,41.29,1,0,0,5,1,11,0,2,1,3
17,75,88.04,2,0,0,5,1,11,0,2,1,3
17,78,67.00999999999999,1,0,0,5,1,11,0,2,1,3
17,80,11.0,1,0,0,5,1,11,0,2,1,3
17,84,76.71,1,0,0,5,1,11,0,2,1,3
17,85,82.88,1,0,0,5,1,11,0,2,1,3
17,87,150.91,2,0,0,5,1,11,0,2,1,3
17,88,54.58,1,0,0,5,1,11,0,2,1,3
17,90,87.06,2,0,0,5,1,11,0,2,1,3
17,91,40.02,1,0,0,5,1,11,0,2,1,3
17,92,69.97,1,0,0,5,1,11,0,2,1,3
17,95,48.55,1,0,0,5,1,11,0,2,1,3
17,99,23.59,1,0,0,5,1,11,0,2,1,3
18,34,10.23,1,0,0,3,0,0,0,2,1,3
18,35,115.64,3,3,2,3,0,0,0,2,1,3
18,38,125.52000000000001,2,0,0,3,0,0,0,2,1,3
18,39,103.82000000000001,1,2,2,3,0,0,0,2,1,3
18,40,434.42,4,6,4,3,0,0,0,2,1,3
18,41,45.25,1,0,0,3,0,0,0,2,1,3
18,42,99.60000000000001,3,0,0,3,0,0,0,2,1,3
18,43,103.75,2,0,0,3,0,0,0,2,1,3
18,45,27.04,2,0,0,3,0,0,0,2,1,3
18,46,24.060000000000002,1,0,0,3,0,0,0,2,1,3
18,47,15.24,1,0,0,3,0,0,0,2,1,3
18,48,47.2,1,0,0,3,0,0,0,2,1,3
18,49,105.79,2,1,1,3,0,0,0,2,1,3
18,50,145.19,2,5,2,3,0,0,0,2,1,3
18,51,36.46,1,0,0,3,0,0,0,2,1,3
18,53,91.89,2,2,0,3,0,0,0,2,1,3
18,54,23.57,1,0,0,3,0,0,0,2,1,3
18,55,64.53,1,0,0,3,0,0,0,2,1,3
18,56,7.5,1,0,0,3,0,0,0,2,1,3
18,57,142.05,4,0,0,3,0,0,0,2,1,3
18,58,91.88,2,1,0,3,0,0,0,2,1,3
18,59,57.72,2,0,0,3,0,0,0,2,1,3
18,60,80.85,1,0,0,3,0,0,0,2,1,3
18,61,62.32,2,0,0,3,0,0,0,2,1,3
18,62,331.12,3,3,1,3,0,0,0,2,1,3
18,63,31.98,2,0,0,3,0,0,0,2,1,3
18,64,73.7,2,0,0,3,0,0,0,2,1,3
18,65,11.45,2,0,0,3,0,0,0,2,1,3
18,66,210.2,2,2,1,3,0,0,0,2,1,3
18,68,44.33,2,1,1,3,0,0,0,2,1,3
18,69,19.98,1,0,0,3,0,0,0,2,1,3
18,70,49.47,1,0,0,3,0,0,0,2,1,3
18,71,151.53,4,0,0,3,0,0,0,2,1,3
18,72,50.98,1,0,0,3,0,0,0,2,1,3
18,73,52.620000000000005,2,0,0,3,0,0,0,2,1,3
18,74,67.58,1,2,1,3,0,0,0,2,1,3
18,75,26.81,1,0,0,3,0,0,0,2,1,3
18,76,166.15,2,8,6,3,0,0,0,2,1,3
18,77,46.98,1,0,0,3,0,0,0,2,1,3
18,78,24.53,1,0,0,3,0,0,0,2,1,3
18,79,164.68,3,7,5,3,0,0,0,2,1,3
18,80,137.12,4,0,0,3,0,0,0,2,1,3
18,82,165.23,3,3,2,3,0,0,0,2,1,3
18,83,69.43,2,0,0,3,0,0,0,2,1,3
18,84,22.9,2,0,0,3,0,0,0,2,1,3
18,85,59.99,3,0,0,3,0,0,0,2,1,3
18,86,99.9,3,0,0,3,0,0,0,2,1,3
18,87,33.7,1,0,0,3,0,0,0,2,1,3
18,88,84.04,2,0,0,3,0,0,0,2,1,3
18,89,43.730000000000004,2,0,0,3,0,0,0,2,1,3
18,90,97.33,3,0,0,3,0,0,0,2,1,3
18,91,268.77,3,7,7,3,0,0,0,2,1,3
18,92,185.32,5,2,2,3,0,0,0,2,1,3
18,93,76.17,3,0,0,3,0,0,0,2,1,3
18,94,84.68,3,0,0,3,0,0,0,2,1,3
18,95,100.33,3,0,0,3,0,0,0,2,1,3
18,96,117.81,3,0,0,3,0,0,0,2,1,3
18,97,143.37,3,6,4,3,0,0,0,2,1,3
18,98,93.66,1,1,0,3,0,0,0,2,1,3
18,99,92.25,2,2,2,3,0,0,0,2,1,3
18,100,89.18,3,0,0,3,0,0,0,2,1,3
18,101,78.21,1,1,0,3,0,0,0,2,1,3
18,102,130.63,2,0,0,3,0,0,0,2,1,3
19,33,57.800000000000004,2,0,0,2,1,2,4,3,0,3
19,34,82.48,2,0,0,2,1,2,4,3,0,3
19,35,98.53999999999999,5,0,0,2,1,2,4,3,0,3
19,36,75.63,3,0,0,2,1,2,4,3,0,3
19,37,101.07,3,0,0,2,1,2,4,3,0,3
19,38,57.230000000000004,1,0,0,2,1,2,4,3,0,3
19,39,97.44,4,0,0,2,1,2,4,3,0,3
19,40,71.16,2,0,0,2,1,2,4,3,0,3
19,41,53.23,2,0,0,2,1,2,4,3,0,3
19,42,76.95,2,0,0,2,1,2,4,3,0,3
19,43,64.1,4,0,0,2,1,2,4,3,0,3
19,44,79.74,2,0,0,2,1,2,4,3,0,3
19,45,87.91,4,0,0,2,1,2,4,3,0,3
19,46,62.589999999999996,1,0,0,2,1,2,4,3,0,3
19,47,87.86,3,0,0,2,1,2,4,3,0,3
19,48,108.15,4,0,0,2,1,2,4,3,0,3
19,49,57.06,2,0,0,2,1,2,4,3,0,3
19,50,174.5,3,0,0,2,1,2,4,3,0,3
19,51,5.17,1,0,0,2,1,2,4,3,0,3
19,52,13.94,2,0,0,2,1,2,4,3,0,3
19,53,96.41,3,0,0,2,1,2,4,3,0,3
19,54,53.37,1,0,0,2,1,2,4,3,0,3
19,55,134.52,5,0,0,2,1,2,4,3,0,3
19,56,120.32,7,0,0,2,1,2,4,3,0,3
19,57,140.64,6,0,0,2,1,2,4,3,0,3
19,58,19.82,2,0,0,2,1,2,4,3,0,3
19,59,125.99,3,0,0,2,1,2,4,3,0,3
19,60,319.94,9,1,1,2,1,2,4,3,0,3
19,61,44.1,3,0,0,2,1,2,4,3,0,3
19,62,48.41,6,0,0,2,1,2,4,3,0,3
19,63,115.66,6,0,0,2,1,2,4,3,0,3
19,64,121.7,6,0,0,2,1,2,4,3,0,3
19,65,332.6,10,0,0,2,1,2,4,3,0,3
19,66,87.3,9,0,0,2,1,2,4,3,0,3
19,67,227.91,8,0,0,2,1,2,4,3,0,3
19,68,463.11,14,0,0,2,1,2,4,3,0,3
19,69,201.71,11,0,0,2,1,2,4,3,0,3
19,70,128.0,7,0,0,2,1,2,4,3,0,3
19,71,23.0,2,1,0,2,1,2,4,3,0,3
19,72,260.02,7,0,0,2,1,2,4,3,0,3
19,73,373.87,8,0,0,2,1,2,4,3,0,3
19,74,254.03,8,2,2,2,1,2,4,3,0,3
19,75,168.31,8,1,1,2,1,2,4,3,0,3
19,76,85.97,7,1,1,2,1,2,4,3,0,3
19,77,276.73,9,2,1,2,1,2,4,3,0,3
19,78,248.61,9,1,1,2,1,2,4,3,0,3
19,79,89.11,7,1,1,2,1,2,4,3,0,3
19,80,288.8,10,0,0,2,1,2,4,3,0,3
19,81,173.7,8,1,1,2,1,2,4,3,0,3
19,82,121.33,6,0,0,2,1,2,4,3,0,3
19,83,98.79,3,0,0,2,1,2,4,3,0,3
19,84,234.75,9,0,0,2,1,2,4,3,0,3
19,85,639.87,8,1,0,2,1,2,4,3,0,3
19,86,100.27,9,0,0,2,1,2,4,3,0,3
19,87,46.67,3,0,0,2,1,2,4,3,0,3
19,88,147.44,5,2,2,2,1,2,4,3,0,3
19,89,75.53,7,0,0,2,1,2,4,3,0,3
19,90,166.14000000000001,6,0,0,2,1,2,4,3,0,3
19,91,39.49,3,0,0,2,1,2,4,3,0,3
19,92,117.37,4,0,0,2,1,2,4,3,0,3
19,93,110.09,8,0,0,2,1,2,4,3,0,3
19,94,227.38,5,1,0,2,1,2,4,3,0,3
19,95,102.03999999999999,4,0,0,2,1,2,4,3,0,3
19,96,132.75,5,0,0,2,1,2,4,3,0,3
19,97,55.43,5,0,0,2,1,2,4,3,0,3
19,98,243.68,5,5,3,2,1,2,4,3,0,3
19,99,94.55,6,0,0,2,1,2,4,3,0,3
19,100,59.89,2,0,0,2,1,2,4,3,0,3
19,101,91.06,6,0,0,2,1,2,4,3,0,3
19,102,35.92,2,0,0,2,1,2,4,3,0,3
20,33,86.88,6,3,2,1,0,10,3,2,1,3
20,34,25.61,2,0,0,1,0,10,3,2,1,3
20,35,76.72,6,0,0,1,0,10,3,2,1,3
20,36,52.97,2,0,0,1,0,10,3,2,1,3
20,37,120.36,5,0,0,1,0,10,3,2,1,3
20,38,95.75,4,1,1,1,0,10,3,2,1,3
20,39,103.45,4,7,6,1,0,10,3,2,1,3
20,40,79.52000000000001,6,0,0,1,0,10,3,2,1,3
20,41,72.2,5,0,0,1,0,10,3,2,1,3
20,42,104.57,4,0,0,1,0,10,3,2,1,3
20,43,51.14,3,0,0,1,0,10,3,2,1,3
20,44,105.25,6,0,0,1,0,10,3,2,1,3
20,45,120.06,5,0,0,1,0,10,3,2,1,3
20,46,105.53,5,0,0,1,0,10,3,2,1,3
20,47,186.12,9,5,5,1,0,10,3,2,1,3
20,48,81.38,5,0,0,1,0,10,3,2,1,3
20,49,116.18,8,0,0,1,0,10,3,2,1,3
20,50,95.47,5,0,0,1,0,10,3,2,1,3
20,51,79.41,4,0,0,1,0,10,3,2,1,3
20,52,82.72,4,1,0,1,0,10,3,2,1,3
20,53,139.18,10,0,0,1,0,10,3,2,1,3
20,54,114.92,7,0,0,1,0,10,3,2,1,3
20,55,118.44,6,2,2,1,0,10,3,2,1,3
20,56,114.27,8,0,0,1,0,10,3,2,1,3
20,57,96.15,3,0,0,1,0,10,3,2,1,3
20,58,119.95,7,0,0,1,0,10,3,2,1,3
20,59,143.7,7,0,0,1,0,10,3,2,1,3
20,60,135.84,6,0,0,1,0,10,3,2,1,3
20,61,92.68,9,0,0,1,0,10,3,2,1,3
20,62,197.76,11,0,0,1,0,10,3,2,1,3
20,63,85.19,4,0,0,1,0,10,3,2,1,3
20,64,118.91,6,0,0,1,0,10,3,2,1,3
20,65,120.96000000000001,4,0,0,1,0,10,3,2,1,3
20,66,94.41,4,0,0,1,0,10,3,2,1,3
20,67,99.08,5,0,0,1,0,10,3,2,1,3
20,68,73.8,5,0,0,1,0,10,3,2,1,3
20,69,91.14,3,0,0,1,0,10,3,2,1,3
20,70,106.43,6,0,0,1,0,10,3,2,1,3
20,71,141.6,5,0,0,1,0,10,3,2,1,3
20,72,73.6,4,0,0,1,0,10,3,2,1,3
20,73,69.58,6,0,0,1,0,10,3,2,1,3
20,74,230.15,7,0,0,1,0,10,3,2,1,3
20,75,187.91,8,0,0,1,0,10,3,2,1,3
20,76,90.27000000000001,4,1,1,1,0,10,3,2,1,3
20,77,61.6,4,0,0,1,0,10,3,2,1,3
20,78,146.54,6,0,0,1,0,10,3,2,1,3
20,79,55.14,4,0,0,1,0,10,3,2,1,3
20,80,93.65,4,0,0,1,0,10,3,2,1,3
20,81,79.07000000000001,6,0,0,1,0,10,3,2,1,3
20,82,135.18,7,0,0,1,0,10,3,2,1,3
20,83,80.2,4,0,0,1,0,10,3,2,1,3
20,84,55.82,5,0,0,1,0,10,3,2,1,3
20,85,89.2,6,0,0,1,0,10,3,2,1,3
20,86,62.98,4,0,0,1,0,10,3,2,1,3
20,87,92.88,7,0,0,1,0,10,3,2,1,3
20,88,83.08,3,0,0,1,0,10,3,2,1,3
20,89,36.63,4,0,0,1,0,10,3,2,1,3
20,90,122.22,5,0,0,1,0,10,3,2,1,3
